,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
2393,2393,2393,11227,83627,JT Market,401 A Judah St,San Francisco,CA,94122,,,,14155711808.0,83627_20151014,10/14/2015 0:00,84.0,Routine - Unscheduled,83627_20151014_103142,Unclean nonfood contact surfaces,Low Risk,20151014,103142,2015-10-14,0,0,0,0,0,0,5
2395,2395,2395,11231,79729,Burger King #4474,1200 Market St,San Francisco,CA,94102,,,,,79729_20160219,2/19/2016 0:00,72.0,Routine - Unscheduled,79729_20160219_103133,Foods not protected from contamination,Moderate Risk,20160219,103133,2016-02-19,0,0,0,6,9,0,7
2396,2396,2396,11233,81409,Taqueria La Iguana Azul,928 Geneva Ave,San Francisco,CA,94112,,,,14155582318.0,81409_20180130,1/30/2018 0:00,81.0,Routine - Unscheduled,81409_20180130_103105,Improper cooling methods,High Risk,20180130,103105,2018-01-30,6,0,0,0,4,3,3
2397,2397,2397,11234,82873,Annakoot #2,1 Embarcadero,San Francisco,CA,94111,,,,,82873_20180307,3/7/2018 0:00,73.0,Routine - Unscheduled,82873_20180307_103103,High risk food holding temperature,High Risk,20180307,103103,2018-03-07,6,0,0,0,0,0,0
2412,2412,2412,11262,88153,Ebbett's Good To Go,Off The Grid,San Francisco,CA,,,,,14155589958.0,88153_20161213,12/13/2016 0:00,96.0,Routine - Unscheduled,88153_20161213_103147,Inadequate ventilation or lighting,Low Risk,20161213,103147,2016-12-13,0,0,0,0,2,0,0
2430,2430,2430,11330,89846,El Rinconcito Catracho,5201 3rd St.,San Francisco,CA,94124,,,,,89846_20170104,1/4/2017 0:00,,New Ownership,89846_20170104_103109,Unclean or unsanitary food contact surfaces,High Risk,20170104,103109,2017-01-04,0,0,0,0,2,0,0
2434,2434,2434,11340,81667,Crazy Pepper,2257 San Jose Ave,San Francisco,CA,94112,,,,14155738687.0,81667_20150317,3/17/2015 0:00,65.0,Routine - Unscheduled,81667_20150317_103102,Unclean hands or improper use of gloves,High Risk,20150317,103102,2015-03-17,0,0,0,7,0,8,0
2442,2442,2442,11373,87106,Tasty Restaurant,5530 Geary Blvd.,San Francisco,CA,94121,,,,,87106_20170911,9/11/2017 0:00,,Complaint,87106_20170911_103139,Improper food storage,Low Risk,20170911,103139,2017-09-11,0,0,5,0,8,5,0
2463,2463,2463,11441,88087,Cafe In,855 Bryant St,San Francisco,CA,94103,,,,,88087_20161229,12/29/2016 0:00,,New Ownership,88087_20161229_103107,Improper reheating of food,High Risk,20161229,103107,2016-12-29,0,3,0,0,4,0,0
2467,2467,2467,11450,78295,Perilla,510 Mission St,San Francisco,CA,94105,,,,,78295_20170314,3/14/2017 0:00,67.0,Routine - Unscheduled,78295_20170314_103102,Unclean hands or improper use of gloves,High Risk,20170314,103102,2017-03-14,0,0,0,0,6,0,0
2469,2469,2469,11454,80305,Snowbird Coffee,1352 A 9th Ave,San Francisco,CA,94110,,,,14155961543.0,80305_20150410,4/10/2015 0:00,96.0,Routine - Unscheduled,80305_20150410_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20150410,103124,2015-04-10,2,0,0,0,0,0,1
2492,2492,2492,11530,86134,Jamba Juice,22 Battery St Suite D,San Francisco,CA,94111,,,,,86134_20160812,8/12/2016 0:00,,New Ownership,86134_20160812_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20160812,103116,2016-08-12,4,0,0,0,5,5,0
2496,2496,2496,11538,93911,Krispy Krunchy Chicken,4517 03rd St,San Francisco,CA,94124,,,,,93911_20180206,2/6/2018 0:00,,New Ownership,93911_20180206_103139,Improper food storage,Low Risk,20180206,103139,2018-02-06,2,0,0,0,0,0,0
2499,2499,2499,11543,81356,Bon Appetit,1455 Market St 11th Floor,San Francisco,CA,94103,,,,14155612862.0,81356_20160413,4/13/2016 0:00,,Non-inspection site visit,81356_20160413_103129,Insufficient hot water or running water,Moderate Risk,20160413,103129,2016-04-13,0,0,0,0,0,3,0
2512,2512,2512,11594,82690,Hula Truck,Off The Grid,San Francisco,CA,,,,,,82690_20160811,8/11/2016 0:00,80.0,Routine - Unscheduled,82690_20160811_103132,Improper thawing methods,Moderate Risk,20160811,103132,2016-08-11,0,3,0,0,0,4,2
2541,2541,2541,11729,68237,Jane Hammond Events Inc.,Hunters Point Building 110 Shipyard,San Francisco,CA,,,,,,68237_20150326,3/26/2015 0:00,98.0,Routine - Unscheduled,68237_20150326_103131,Moderate risk vermin infestation,Moderate Risk,20150326,103131,2015-03-26,0,0,0,0,0,0,0
2547,2547,2547,11748,76747,Tu Lan Vietnamese Restaurant,8 06th St,San Francisco,CA,94103,,,,,76747_20160614,6/14/2016 0:00,91.0,Routine - Unscheduled,76747_20160614_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160614,103149,2016-06-14,0,0,0,0,3,2,0
2553,2553,2553,11760,93489,Subway #51109,177 Townsend St.,San Francisco,CA,94107,,,,,93489_20180131,1/31/2018 0:00,86.0,Routine - Unscheduled,93489_20180131_103157,Food safety certificate or food handler card not available,Low Risk,20180131,103157,2018-01-31,4,0,0,0,0,0,0
2558,2558,2558,11782,68860,Soma Fresh Meat and Deli,1000 Howard St,San Francisco,CA,94103,,,,,68860_20160826,8/26/2016 0:00,86.0,Routine - Unscheduled,68860_20160826_103157,Food safety certificate or food handler card not available,Low Risk,20160826,103157,2016-08-26,0,0,4,0,0,4,0
2559,2559,2559,11783,75792,Red Cafe,2894 Mission St,San Francisco,CA,94110,,,,14155281515.0,75792_20180308,3/8/2018 0:00,85.0,Routine - Unscheduled,75792_20180308_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20180308,103119,2018-03-08,4,0,2,0,0,1,0
2580,2580,2580,11873,90194,Jackrabbit,Off the Grid,San Francisco,CA,,,,,14155372051.0,90194_20170412,4/12/2017 0:00,96.0,Routine - Unscheduled,90194_20170412_103120,Moderate risk food holding temperature,Moderate Risk,20170412,103120,2017-04-12,0,0,0,1,0,0,0
2590,2590,2590,11922,90760,Pushkin,380 Bush St #1,San Francisco,CA,94104,,,,,90760_20170320,3/20/2017 0:00,,New Ownership,90760_20170320_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170320,103149,2017-03-20,0,0,1,0,2,0,0
2597,2597,2597,11970,74217,Pressed Juicery,2162 A Union St,San Francisco,CA,94123,,,,,74217_20180312,3/12/2018 0:00,94.0,Routine - Unscheduled,74217_20180312_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,20180312,103152,2018-03-12,2,0,1,0,0,0,0
2613,2613,2613,12043,94387,Foundation Cafe,645 5th St,San Francisco,CA,94107,,,,,94387_20180309,3/9/2018 0:00,85.0,Routine - Unscheduled,94387_20180309_103120,Moderate risk food holding temperature,Moderate Risk,20180309,103120,2018-03-09,3,0,0,0,0,0,0
2630,2630,2630,12132,91853,Jake's Steaks,3301 Buchanan St,San Francisco,CA,94123,,,,,91853_20170607,6/7/2017 0:00,,New Ownership,91853_20170607_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170607,103124,2017-06-07,0,3,0,2,0,0,0
2633,2633,2633,12141,87793,Bon Appetit Management Company,"1455 Market St    Lower Level Kitchen, Gr. Floor",San Francisco,CA,94103,,,,14157814997.0,87793_20180105,1/5/2018 0:00,,Non-inspection site visit,87793_20180105_103105,Improper cooling methods,High Risk,20180105,103105,2018-01-05,1,0,0,0,0,0,0
2652,2652,2652,12240,74027,Hotel Zetta (2nd Floor Catering Pantry),55 05th St,San Francisco,CA,94103,,,,,74027_20160526,5/26/2016 0:00,98.0,Routine - Unscheduled,74027_20160526_103150,Improper or defective plumbing,Low Risk,20160526,103150,2016-05-26,0,0,0,0,1,1,0
2656,2656,2656,12265,74993,Tenroku Sushi,1825 Post St #215,San Francisco,CA,94115,,,,,74993_20150805,8/5/2015 0:00,73.0,Routine - Unscheduled,74993_20150805_103154,Unclean or degraded floors walls or ceilings,Low Risk,20150805,103154,2015-08-05,0,0,0,0,0,6,5
2659,2659,2659,12273,77442,Gashead Tavern,2351 Mission St,San Francisco,CA,94110,,,,14155713533.0,77442_20160711,7/11/2016 0:00,81.0,Routine - Unscheduled,77442_20160711_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160711,103144,2016-07-11,0,0,4,0,0,6,0
2668,2668,2668,12329,90951,Saigon BBQ Restaurant,2623 San Bruno Ave.,San Francisco,CA,94134,,,,,90951_20170419,4/19/2017 0:00,89.0,Routine - Unscheduled,90951_20170419_103105,Improper cooling methods,High Risk,20170419,103105,2017-04-19,0,0,0,3,0,0,0
2671,2671,2671,12343,90458,The Boba Shop,2071 3rd St.,San Francisco,CA,94107,,,,,90458_20180309,3/9/2018 0:00,91.0,Routine - Unscheduled,90458_20180309_103102,Unclean hands or improper use of gloves,High Risk,20180309,103102,2018-03-09,2,0,0,0,0,0,0
2682,2682,2682,12383,85690,Chico's Pizza,131 06th St,San Francisco,CA,94103,,,,,85690_20160122,1/22/2016 0:00,,New Ownership,85690_20160122_103145,Improper storage of equipment utensils or linens,Low Risk,20160122,103145,2016-01-22,0,0,0,6,0,3,1
2695,2695,2695,12445,79595,W Hotel San Francisco,181 03rd St,San Francisco,CA,94103,,,,,79595_20160506,5/6/2016 0:00,93.0,Routine - Unscheduled,79595_20160506_103105,Improper cooling methods,High Risk,20160506,103105,2016-05-06,0,0,0,0,0,1,0
2697,2697,2697,12458,70547,Parlor 1255,1255 Battery St Ste. 700,San Francisco,CA,94111,,,,,70547_20160222,2/22/2016 0:00,82.0,Routine - Unscheduled,70547_20160222_103103,High risk food holding temperature,High Risk,20160222,103103,2016-02-22,0,3,0,0,2,0,4
2701,2701,2701,12483,85166,La Boulangerie de San Francisco,1909 Union St,San Francisco,CA,94123,,,,14150376134.0,85166_20161005,10/5/2016 0:00,92.0,Routine - Unscheduled,85166_20161005_103145,Improper storage of equipment utensils or linens,Low Risk,20161005,103145,2016-10-05,7,2,4,0,4,0,5
2711,2711,2711,12521,82218,Tacorgasmico,2337 Market St,San Francisco,CA,94114,,,,14155867571.0,82218_20171020,10/20/2017 0:00,88.0,Routine - Unscheduled,82218_20171020_103161,Low risk vermin infestation,Low Risk,20171020,103161,2017-10-20,0,4,0,0,0,0,1
2716,2716,2716,12553,90914,Intercontinental Mark Hopkins,999 California St 19th Floor,San Francisco,CA,94108,,,,,90914_20170613,6/13/2017 0:00,,New Ownership,90914_20170613_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170613,103144,2017-06-13,0,0,0,1,0,0,0
2728,2728,2728,12622,92116,Thai Cafe,3407 Geary Blvd,San Francisco,CA,94118,,,,,92116_20170706,7/6/2017 0:00,92.0,Routine - Unscheduled,92116_20170706_103139,Improper food storage,Low Risk,20170706,103139,2017-07-06,0,0,4,0,0,0,0
2735,2735,2735,12671,90917,Intercontinental Mark Hopkins,999 California St B1 California Level,San Francisco,CA,94108,,,,,90917_20170613,6/13/2017 0:00,94.0,Routine - Unscheduled,90917_20170613_103143,Inadequate warewashing facilities or equipment,Low Risk,20170613,103143,2017-06-13,0,0,0,3,0,0,0
2741,2741,2741,12706,66522,Java House LLC,PIER 40,San Francisco,CA,94107,,,,,66522_20150427,4/27/2015 0:00,75.0,Routine - Unscheduled,66522_20150427_103154,Unclean or degraded floors walls or ceilings,Low Risk,20150427,103154,2015-04-27,0,0,7,0,0,0,8
2744,2744,2744,12730,78516,Bar San Pancho,3198 16th St.,San Francisco,CA,94103,,,,,78516_20160523,5/23/2016 0:00,88.0,Routine - Unscheduled,78516_20160523_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160523,103144,2016-05-23,0,0,0,0,0,4,0
2747,2747,2747,12754,79345,Bayshore Taqueria,300 Bayshore Blvd #A,San Francisco,CA,94124,,,,,79345_20150831,8/31/2015 0:00,85.0,Routine - Unscheduled,79345_20150831_103105,Improper cooling methods,High Risk,20150831,103105,2015-08-31,0,0,0,4,0,0,3
2748,2748,2748,12757,76914,Wingtip,550 Montgomery St 10th Floor,San Francisco,CA,94111,,,,,76914_20161209,12/9/2016 0:00,86.0,Routine - Unscheduled,76914_20161209_103136,Unsanitary employee garments hair or nails,Low Risk,20161209,103136,2016-12-09,0,0,0,0,5,0,0
2752,2752,2752,12789,84983,Alcatraz Landing Cafe,Pier 33 Embarcadero,San Francisco,CA,94111,,,,,84983_20161007,10/7/2016 0:00,91.0,Routine - Unscheduled,84983_20161007_103114,High risk vermin infestation,High Risk,20161007,103114,2016-10-07,0,2,0,0,2,0,0
2756,2756,2756,12833,76196,Maruya,2931 16th St,San Francisco,CA,94103,,,,14155268641.0,76196_20160615,6/15/2016 0:00,92.0,Routine - Unscheduled,76196_20160615_103125,Noncompliance with shell fish tags or display,Moderate Risk,20160615,103125,2016-06-15,0,0,0,0,0,2,0
2762,2762,2762,12892,90934,Weebly Inc,"460 Bryant St, Suite 100",San Francisco,CA,94107,,,,14155373268.0,90934_20170508,5/8/2017 0:00,,New Ownership,90934_20170508_103139,Improper food storage,Low Risk,20170508,103139,2017-05-08,0,0,0,1,0,0,0
2765,2765,2765,12904,89648,Zaoh Restaurant,1555 Mission St,San Francisco,CA,94103,,,,,89648_20170112,1/12/2017 0:00,,New Ownership,89648_20170112_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170112,103124,2017-01-12,0,0,0,0,3,0,0
2766,2766,2766,12906,78303,Red Dog,303 02nd St,San Francisco,CA,94107,,,,,78303_20161220,12/20/2016 0:00,94.0,Routine - Unscheduled,78303_20161220_103131,Moderate risk vermin infestation,Moderate Risk,20161220,103131,2016-12-20,3,0,0,0,2,0,3
2769,2769,2769,12928,76245,Small Potatoes Catering & Events,525 07th St,San Francisco,CA,94103,,,,14155216744.0,76245_20171003,10/3/2017 0:00,89.0,Routine - Unscheduled,76245_20171003_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20171003,103116,2017-10-03,0,2,0,0,0,0,0
2773,2773,2773,12967,68390,Mission's Kitchen,2738 Mission St,San Francisco,CA,94110,,,,14155641577.0,68390_20180313,3/13/2018 0:00,,Complaint,68390_20180313_103103,High risk food holding temperature,High Risk,20180313,103103,2018-03-13,5,0,6,0,0,7,0
2777,2777,2777,12984,78663,Tazza D'Amore Inc.,700 04th St,San Francisco,CA,94107,,,,,78663_20180307,3/7/2018 0:00,94.0,Routine - Unscheduled,78663_20180307_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20180307,103149,2018-03-07,2,0,0,0,0,2,0
2791,2791,2791,13138,88942,Les Croissants,2 California St,San Francisco,CA,94111,,,,14155988855.0,88942_20170216,2/16/2017 0:00,,New Ownership,88942_20170216_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170216,103119,2017-02-16,3,0,0,0,1,0,0
2817,2817,2817,13309,86562,Happy Dumplings,Off The Grid,San Francisco,CA,,,,,14150384077.0,86562_20161215,12/15/2016 0:00,84.0,Routine - Unscheduled,86562_20161215_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20161215,103124,2016-12-15,0,0,0,0,5,0,0
2821,2821,2821,13353,93549,General Tso Kitchen Inc,3741 Geary Blvd,San Francisco,CA,94118,,,,,93549_20171221,12/21/2017 0:00,,New Ownership - Followup,93549_20171221_103132,Improper thawing methods,Moderate Risk,20171221,103132,2017-12-21,0,1,0,0,0,0,0
2825,2825,2825,13358,74760,Ghirardelli Chocolate,24 Wiilie Mays Pl #120,San Francisco,CA,94107,,,,,74760_20160410,4/10/2016 0:00,98.0,Routine - Unscheduled,74760_20160410_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160410,103154,2016-04-10,0,0,0,0,0,1,0
2835,2835,2835,13443,90840,Steep Creamery & Tea,"270 Brannan St., Suite 100",San Francisco,CA,94107,,,,,90840_20171010,10/10/2017 0:00,89.0,Routine - Unscheduled,90840_20171010_103109,Unclean or unsanitary food contact surfaces,High Risk,20171010,103109,2017-10-10,0,2,0,0,0,0,0
2836,2836,2836,13447,66394,Canela,2272 MARKET St,San Francisco,CA,94114,,,,,66394_20180308,3/8/2018 0:00,92.0,Routine - Unscheduled,66394_20180308_103120,Moderate risk food holding temperature,Moderate Risk,20180308,103120,2018-03-08,3,0,0,0,0,0,2
2845,2845,2845,13497,81789,Koja Kitchen Truck,Off The Grid,San Francisco,CA,,,,,,81789_20160528,5/28/2016 0:00,96.0,Routine - Unscheduled,81789_20160528_103120,Moderate risk food holding temperature,Moderate Risk,20160528,103120,2016-05-28,0,0,0,0,1,1,1
2858,2858,2858,13636,86692,The Manor,321 A West Portal Ave,San Francisco,CA,94127,,,,14155662468.0,86692_20161116,11/16/2016 0:00,88.0,Routine - Unscheduled,86692_20161116_103157,Food safety certificate or food handler card not available,Low Risk,20161116,103157,2016-11-16,0,0,0,0,4,0,0
2862,2862,2862,13672,86330,SF Bistro,22 4th St,San Francisco,CA,94103,,,,14158795962.0,86330_20170829,8/29/2017 0:00,,Complaint,86330_20170829_103139,Improper food storage,Low Risk,20170829,103139,2017-08-29,0,0,3,0,0,3,3
2867,2867,2867,13720,80598,Jade Chocolates,4207 Geary Blvd,San Francisco,CA,94118,,,,14155938719.0,80598_20150805,8/5/2015 0:00,91.0,Routine - Unscheduled,80598_20150805_103114,High risk vermin infestation,High Risk,20150805,103114,2015-08-05,0,0,0,0,3,0,2
2886,2886,2886,13900,86990,Allstars Cafe Inc,1500 Market St,San Francisco,CA,94102,,,,14155259888.0,86990_20170829,8/29/2017 0:00,,Complaint,86990_20170829_103103,High risk food holding temperature,High Risk,20170829,103103,2017-08-29,0,0,4,0,5,0,0
2887,2887,2887,13906,87079,The Sandwich Shop,2071 3rd St,San Francisco,CA,94109,,,,14155823473.0,87079_20180309,3/9/2018 0:00,92.0,Routine - Unscheduled,87079_20180309_103120,Moderate risk food holding temperature,Moderate Risk,20180309,103120,2018-03-09,2,0,0,0,2,2,0
2899,2899,2899,13989,87154,Seaglass Restaurant,"Pier 15, the Embarcadero",San Francisco,CA,94111,,,,,87154_20161027,10/27/2016 0:00,88.0,Routine - Unscheduled,87154_20161027_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20161027,103116,2016-10-27,2,0,0,0,3,1,0
2909,2909,2909,14068,74508,Guckenheimer/Blue Shield of CA,50 Beale St 23rd Floor,San Francisco,CA,94105,,,,,74508_20150618,6/18/2015 0:00,,New Ownership,74508_20150618_103131,Moderate risk vermin infestation,Moderate Risk,20150618,103131,2015-06-18,0,0,6,0,0,0,1
2910,2910,2910,14074,91245,Tiffany's Cafe,3801 3rd St.,San Francisco,CA,94124,,,,,91245_20170607,6/7/2017 0:00,,New Ownership,91245_20170607_103120,Moderate risk food holding temperature,Moderate Risk,20170607,103120,2017-06-07,0,0,0,3,0,0,0
2913,2913,2913,14094,83449,Lou's Cafe,100 Pine St 102,San Francisco,CA,94111,,,,14150584842.0,83449_20161026,10/26/2016 0:00,86.0,Routine - Unscheduled,83449_20161026_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20161026,103149,2016-10-26,0,6,0,0,5,0,0
2926,2926,2926,14181,77644,Fun Food Partners,Pier 39 West Perimeter,San Francisco,CA,,,,,,77644_20160621,6/21/2016 0:00,92.0,Routine - Unscheduled,77644_20160621_103156,Permit license or inspection report not posted,Low Risk,20160621,103156,2016-06-21,0,2,0,0,0,3,0
2928,2928,2928,14189,77916,The Silver Platter,2501 Van Ness Ave,San Francisco,CA,94109,,,,,77916_20171011,10/11/2017 0:00,98.0,Routine - Unscheduled,77916_20171011_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20171011,103144,2017-10-11,0,1,0,0,0,0,2
2934,2934,2934,14217,76464,Country Grill,Private & Public,San Francisco,CA,,,,,,76464_20160528,5/28/2016 0:00,96.0,Routine - Unscheduled,76464_20160528_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20160528,103116,2016-05-28,0,0,0,0,0,1,0
2939,2939,2939,14241,75956,Caffe Centro,102 South Park St,San Francisco,CA,94107,,,,,75956_20160822,8/22/2016 0:00,86.0,Routine - Unscheduled,75956_20160822_103120,Moderate risk food holding temperature,Moderate Risk,20160822,103120,2016-08-22,5,0,0,0,0,4,0
2968,2968,2968,14429,75407,49 Square Catering,1760 Cesar Chavez St M,San Francisco,CA,94124,,,,,75407_20150608,6/8/2015 0:00,96.0,Routine - Unscheduled,75407_20150608_103133,Foods not protected from contamination,Moderate Risk,20150608,103133,2015-06-08,0,0,0,2,0,0,1
2976,2976,2976,14461,76763,BeanStalk,724 Bush St,San Francisco,CA,94108,,,,,76763_20160516,5/16/2016 0:00,91.0,Routine - Unscheduled,76763_20160516_103103,High risk food holding temperature,High Risk,20160516,103103,2016-05-16,0,0,0,0,1,2,0
2981,2981,2981,14493,5312,The Waterfront,Pier 9,San Francisco,CA,94111,,,,,5312_20160527,5/27/2016 0:00,96.0,Routine - Unscheduled,5312_20160527_103157,Food safety certificate or food handler card not available,Low Risk,20160527,103157,2016-05-27,0,0,0,0,0,2,0
2982,2982,2982,14495,85320,Curry Up Now,Approved Locations,San Francisco,CA,,,,,,85320_20160127,1/27/2016 0:00,,Structural Inspection,85320_20160127_103143,Inadequate warewashing facilities or equipment,Low Risk,20160127,103143,2016-01-27,0,0,0,0,1,0,2
2985,2985,2985,14543,87541,Bellota,888 Brannan St 110,San Francisco,CA,94103,,,,14155862693.0,87541_20171010,10/10/2017 0:00,85.0,Routine - Unscheduled,87541_20171010_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20171010,103116,2017-10-10,0,3,0,0,0,0,0
